path,energi0,homogenitas0,entropy0,contras0,dissimilarity0,ASM0,correlation0,energi45,homogenitas45,entropy45,contras45,dissimilarity45,ASM45,correlation45,energi90,homogenitas90,entropy90,contras90,dissimilarity90,ASM90,correlation90,energi135,homogenitas135,entropy135,contras135,dissimilarity135,ASM135,correlation135,labels
segmented_107,0.23687269985159365,0.5304704917453447,6.0637174288299915,715816961.0000541,5592320.999999253,0.23687269985159365,0.06530456916280265,0.2198676051343845,0.47745189817367784,6.17206967034258,715816961.0001434,5592320.999999767,0.2198676051343845,-0.028988162009865242,0.27996050841548464,0.6067433767381863,6.004174476311015,715816960.9998903,5592321.000000235,0.27996050841548464,0.32230709287631193,0.2260946572565588,0.48474698092038027,6.200353785732093,715816960.9999433,5592321.00000028,0.2260946572565588,0.01981383592113708,hasil/segmentasi
segmented_108,0.21125307961518566,0.5415566837154784,6.424880113754628,715816960.9999055,5592320.9999999385,0.21125307961518566,0.18860399305576098,0.16948129927448943,0.42242734328477916,6.531224306344933,715816961.0001363,5592321.000000732,0.16948129927448943,-0.11409397191722076,0.18949131978637346,0.49136799664780284,6.419680825879251,715816960.999955,5592321.00000004,0.18949131978637346,0.01773616763824462,0.17559370074936598,0.43051513312462736,6.583213280125713,715816960.9999232,5592321.000000991,0.17559370074936598,-0.06691649727521391,hasil/segmentasi
segmented_109,0.35421392166549753,0.6256144732365947,5.047310322355538,715816960.9999555,5592321.000000288,0.35421392166549753,0.1795078388338496,0.3624143181096629,0.6153665179031363,5.139199125555517,715816960.9999452,5592321.000000433,0.3624143181096629,0.21633422303979516,0.3695468792802966,0.6471558063014811,5.01404150181443,715816960.9999566,5592321.000000427,0.3695468792802966,0.24507225479280617,0.32042919388712715,0.5700384960769505,5.083900922812794,715816960.9999245,5592320.999999806,0.32042919388712715,-0.00542825802055917,hasil/segmentasi
segmented_11,0.12058967597746155,0.4176699910709925,7.730358637503565,715816960.9999737,5592321.000001686,0.12058967597746155,0.07885697710910408,0.10452850207234059,0.3388897784770129,7.837877005591081,715816960.9999752,5592321.000000037,0.10452850207234059,-0.005273924979775789,0.11341352845884677,0.39915947489069487,7.69562240535338,715816960.9998205,5592320.999999509,0.11341352845884677,0.046328583370550916,0.09808434958989175,0.32342230397369276,7.773824356888568,715816961.0000951,5592320.999999579,0.09808434958989175,-0.12250342423890474,hasil/segmentasi
segmented_110,0.34656786942854134,0.634156905781986,4.989114318255898,715816961.000061,5592321.000000312,0.34656786942854134,0.15300535598619983,0.34432309489758633,0.6101182744395621,5.116754335370753,715816961.0000975,5592320.999999995,0.34432309489758633,0.17778358709445627,0.34017397513906644,0.6244709895985066,5.003532571378082,715816960.9999894,5592320.999999855,0.34017397513906644,0.22191312601066115,0.30851032494215325,0.56238567164114,5.100512057876422,715816960.9999923,5592320.999999741,0.30851032494215325,0.000902857139994816,hasil/segmentasi
segmented_111,0.25763785470329637,0.5587109232398796,5.720158019421757,715816960.9998504,5592321.000000008,0.25763785470329637,0.09000346001682391,0.23439442883322945,0.4933499729643705,5.844868023927182,715816961.0000892,5592320.99999894,0.23439442883322945,-0.04591723331820246,0.2786546795288414,0.5952583185539387,5.699143636687299,715816960.9999033,5592321.000000282,0.2786546795288414,0.217793966346276,0.2419830916377647,0.5039433081735855,5.87093865472313,715816960.9998595,5592320.999999564,0.2419830916377647,-0.0010799240021431408,hasil/segmentasi
segmented_112,0.2196017879767731,0.5517250397546598,6.48095219055213,715816961.0001863,5592320.999999966,0.2196017879767731,0.2446896013370183,0.1726019902263297,0.4278845162566888,6.609655759146131,715816960.9999224,5592321.00000024,0.1726019902263297,-0.019821247695126578,0.18821388176329154,0.48835057818892,6.4884785112616035,715816961.0001085,5592320.999999924,0.18821388176329154,0.052501466853298026,0.1723238751863492,0.4270401436348669,6.60672781101026,715816960.999923,5592321.0000007255,0.1723238751863492,-0.02977983241078858,hasil/segmentasi
segmented_113,0.24060614043754172,0.5403517597073195,6.191211339612106,715816960.9999579,5592321.000000702,0.24060614043754172,0.10781794571273978,0.21231579361237965,0.4678945870125995,6.270214048397972,715816960.9999632,5592320.99999966,0.21231579361237965,-0.047473139568013294,0.24203342090690408,0.545464936388467,6.161197616575975,715816960.9998896,5592321.000000298,0.24203342090690408,0.1853195380117242,0.20748878472546506,0.46173548866288383,6.240181941703528,715816961.0000707,5592321.000000819,0.20748878472546506,-0.05022041920654899,hasil/segmentasi
segmented_114,0.5578940217130762,0.7584019735338775,3.0568624527306865,715816960.9999665,5592321.0000002505,0.5578940217130762,0.04438866517735476,0.5517042855003502,0.745234243310917,3.1040237587674713,715816960.9999486,5592321.000000031,0.5517042855003502,0.013946242914687544,0.6093826484000999,0.8155314293817092,2.9012321830318246,715816960.9999558,5592320.999999997,0.6093826484000999,0.3710062833428692,0.54586714641643,0.7401102845517082,3.1012527712232814,715816960.9999883,5592321.000000058,0.54586714641643,-0.011840324662485201,hasil/segmentasi
segmented_115,0.5056479854016922,0.7410598363589906,3.7481825586074295,715816960.9999769,5592320.999999547,0.5056479854016922,0.20403646587349633,0.4651758349971967,0.6845899540450903,3.87625416682821,715816961.0000055,5592321.000000314,0.4651758349971967,-0.0030444150017964163,0.5152718461872261,0.7509735624193851,3.7187289844747866,715816961.0000553,5592320.99999969,0.5152718461872261,0.2818820482642402,0.47063362925575447,0.6888910392889962,3.8778475906521552,715816960.9999491,5592321.000000311,0.47063362925575447,0.026799870325799256,hasil/segmentasi
segmented_116,0.19262816385319714,0.5195973838940972,6.883060724509593,715816961.0000738,5592320.999999496,0.19262816385319714,0.21984883072520106,0.15028215616209364,0.3983963035010172,6.962587687966849,715816961.0001216,5592321.000000419,0.15028215616209364,-0.09691523778783076,0.17129705338000084,0.47018062488229734,6.884077949023481,715816961.0001575,5592321.0000004815,0.17129705338000084,0.048940705188400296,0.16160528878553018,0.4177137441954306,7.045827840503425,715816961.000019,5592321.0000009,0.16160528878553018,-0.01326085941974689,hasil/segmentasi
segmented_117,0.5362273029573078,0.7548654951163034,3.374434793313649,715816961.000044,5592321.000000255,0.5362273029573078,0.17955050846627724,0.5234588029372595,0.7279878985194466,3.4680252007103283,715816960.9999521,5592321.000000567,0.5234588029372595,0.10811517402091331,0.5834601369683887,0.8074848852137578,3.203126886978508,715816960.9998876,5592321.000000798,0.5834601369683887,0.41537869920994336,0.525468407156396,0.7295834566006112,3.4655131722164785,715816961.0000951,5592320.999999876,0.525468407156396,0.11808090950899594,hasil/segmentasi
segmented_118,0.35374626047195246,0.6266216368289457,4.812496378993227,715816961.0000712,5592320.999999417,0.35374626047195246,0.09133794807381501,0.32876587139155045,0.5779095553145758,4.885020449302881,715816960.9999704,5592321.000000256,0.32876587139155045,-0.049282047405256754,0.37569010890514054,0.6611317436031117,4.757304493250931,715816960.999952,5592321.000000413,0.37569010890514054,0.206815910218842,0.33156278707136044,0.5803759141288014,4.894025669811584,715816960.9999671,5592320.999999641,0.33156278707136044,-0.020425953075246306,hasil/segmentasi
segmented_119,0.09600880929106353,0.38313518774991656,7.653894810501385,715816961.0001124,5592320.999999551,0.09600880929106353,-0.07624793352769049,0.08480843386118311,0.3092681073947865,7.8023806942491225,715816960.9998686,5592321.000001072,0.08480843386118311,-0.17940452466603676,0.12147594285467983,0.4633527864249175,7.717314640699217,715816961.0000073,5592320.999999871,0.12147594285467983,0.19285994145372257,0.0849498381963602,0.30964352109497456,7.810190107943454,715816960.9998478,5592320.999998671,0.0849498381963602,-0.16540579483688414,hasil/segmentasi
segmented_12,0.166686885353805,0.4684116053508771,6.793019926248674,715816961.0000199,5592321.00000031,0.166686885353805,0.034533842735236964,0.15127542852903206,0.4011256521669842,6.938297413757364,715816960.9999095,5592321.000000381,0.15127542852903206,-0.06920435583941822,0.19089580816198704,0.5194246570467628,6.822914460963966,715816960.9999335,5592321.000000585,0.19089580816198704,0.22561182541036343,0.15621126996736365,0.40852494586343363,6.981503837545051,715816961.0000873,5592320.999999919,0.15621126996736365,-0.011446269198315262,hasil/segmentasi
segmented_120,0.16652201961083443,0.4547267415690432,6.758365665196521,715816961.0000893,5592321.000001,0.16652201961083443,-0.018651183765839477,0.1498365981738073,0.39514036708148936,6.820597914348348,715816960.9999137,5592320.999999703,0.1498365981738073,-0.13775647305282016,0.20003812007489338,0.534382079785567,6.7342368425614225,715816960.999902,5592321.000000662,0.20003812007489338,0.22803777641369807,0.16663537763330363,0.42172179614727273,6.942187091963698,715816960.9998596,5592321.000000756,0.16663537763330363,-0.0009376130928837668,hasil/segmentasi
segmented_121,0.6165992842770048,0.8062993432403048,2.788193452036752,715816960.9999981,5592321.000000131,0.6165992842770048,0.22666033976307948,0.5825806779118209,0.7654124109821714,2.8915176269227065,715816961.0000174,5592321.000000184,0.5825806779118209,0.04895532309745898,0.6045701462720828,0.7938629987073557,2.8250489580768945,715816961.0000288,5592320.999999721,0.6045701462720828,0.16770903255499967,0.590865008904386,0.7726271846812997,2.8853310934170087,715816960.9999645,5592320.999999853,0.590865008904386,0.0909151707601739,hasil/segmentasi
segmented_122,0.13307848303376116,0.4563618504220724,7.435029850562821,715816961.0000188,5592321.000001675,0.13307848303376116,0.1269158369655525,0.10750093637965212,0.3449069998584422,7.589840268250792,715816961.0000722,5592321.000000804,0.10750093637965212,-0.08760404612368448,0.12176637870164542,0.4218472560465885,7.4209156687033095,715816961.0001628,5592321.000000552,0.12176637870164542,0.012639641721613755,0.10634794908462408,0.34158463228861713,7.578467289310832,715816961.000161,5592321.000000853,0.10634794908462408,-0.10554183175082084,hasil/segmentasi
segmented_123,0.16815361739959792,0.4657016300340596,6.793057246980106,715816961.0001464,5592320.999999861,0.16815361739959792,0.039289870224041144,0.1514505665497952,0.40199754079599354,6.883933857515899,715816961.0000213,5592320.999999004,0.1514505665497952,-0.03157037321625781,0.18027014677439718,0.4938130406718687,6.785474719870743,715816961.0000656,5592321.000000654,0.18027014677439718,0.19299142275419223,0.15025495601803915,0.3986548930713458,6.881690833531398,715816961.0000464,5592320.999999544,0.15025495601803915,-0.07664821931343553,hasil/segmentasi
segmented_124,0.14827890873024563,0.4647857808480324,7.039701916493793,715816961.0000546,5592321.000001336,0.14827890873024563,0.06138197680853329,0.1271338176797513,0.37138021034423263,7.226129432158731,715816960.9999418,5592321.000000428,0.1271338176797513,-0.06433984254907357,0.1495834282969182,0.46640819419089447,7.048838610891008,715816961.0001086,5592320.9999994105,0.1495834282969182,0.09238983742984462,0.12810990677216813,0.37239009573910226,7.238261929852695,715816960.9999158,5592321.000000034,0.12810990677216813,-0.06528302319646961,hasil/segmentasi
segmented_125,0.22331105376807808,0.5408263188155878,6.206514046349948,715816961.000074,5592321.000000344,0.22331105376807808,0.13602101476045347,0.18842069179702203,0.44389890914547997,6.323758458327852,715816961.0000541,5592320.999999742,0.18842069179702203,-0.07790105139336116,0.20954315083759575,0.5116254808225328,6.22193037668925,715816961.0001031,5592320.999999918,0.20954315083759575,0.05076462338089316,0.1897695592673533,0.44551930314038535,6.334472115020192,715816961.0000013,5592321.00000128,0.1897695592673533,-0.07670327520097826,hasil/segmentasi
segmented_126,0.19509663004976396,0.5207171872087903,6.480083394417432,715816961.0000092,5592321.000000114,0.19509663004976396,0.13616511610147955,0.16795804331229017,0.4252767670660383,6.695367898216033,715816960.9999537,5592320.999998979,0.16795804331229017,-0.018841247777382625,0.18946845838057774,0.5101373082919778,6.474359302714618,715816960.9999075,5592320.999999931,0.18946845838057774,0.09898447598548586,0.16848840485889666,0.42489709763754535,6.702030479824995,715816960.9999262,5592320.9999991795,0.16848840485889666,-0.016892213738741568,hasil/segmentasi
segmented_127,0.14631623286716777,0.44437953662433716,7.19001412802893,715816961.0000542,5592320.999999472,0.14631623286716777,0.06591313983070131,0.12467065293582837,0.36252156046954753,7.250866046034875,715816961.0000951,5592321.000000569,0.12467065293582837,-0.11930527914116573,0.15008025326522337,0.45275110895971915,7.190795169064789,715816960.9999019,5592321.000001091,0.15008025326522337,0.09569612554912699,0.13786519225863875,0.39204820985300354,7.333560903967528,715816960.9998524,5592321.000000315,0.13786519225863875,0.028729626983072645,hasil/segmentasi
segmented_128,0.14102264575872794,0.4758909077285601,7.461633342514477,715816961.0001041,5592321.000000102,0.14102264575872794,0.1804550829823254,0.10433803696527034,0.3372076111790295,7.563434920185168,715816960.9998837,5592321.000000426,0.10433803696527034,-0.12038741760836202,0.11809536413666775,0.40881503599930114,7.432881315241182,715816960.9999726,5592321.000001198,0.11809536413666775,-0.028256970000201186,0.10360447585954209,0.33576972100766306,7.556336132719204,715816960.9999362,5592320.999999718,0.10360447585954209,-0.12917431094976436,hasil/segmentasi
segmented_129,0.727570076756734,0.8750698526584527,2.047578939389789,715816960.9999971,5592320.999999934,0.727570076756734,0.3142940099286356,0.6867986564931897,0.8311727488969851,2.201366568677079,715816961.0000042,5592320.999999975,0.6867986564931897,0.11824157885887786,0.6962045827119648,0.8445742185000918,2.158507201672908,715816961.0000091,5592321.000000022,0.6962045827119648,0.25983326161761405,0.6870015540991126,0.8311415399711944,2.201334885255611,715816961.0000057,5592320.999999897,0.6870015540991126,0.12029205417954993,hasil/segmentasi
segmented_13,0.18710633618105357,0.49360738178937397,6.856293547288309,715816960.9998946,5592321.000000232,0.18710633618105357,0.1531089378431135,0.1528025827641689,0.40059040998015466,6.8442360538409694,715816960.999924,5592321.000000609,0.1528025827641689,-0.06389340024277848,0.17823780644926385,0.47476098420414187,6.834306806028664,715816960.9998912,5592321.000000999,0.17823780644926385,0.14644248441208982,0.17446707010054902,0.43668132234289825,6.986273049202,715816960.9998761,5592320.999999106,0.17446707010054902,0.14087382138448595,hasil/segmentasi
segmented_130,0.27136685925614956,0.5937057316354609,5.988149936151353,715816961.0000707,5592321.000000086,0.27136685925614956,0.2861958796711589,0.2283684309674374,0.48877055948103587,6.168038224081054,715816960.9999336,5592320.999999814,0.2283684309674374,0.019358258729184577,0.2374812097598298,0.5272869658919233,6.061376997472281,715816961.0000823,5592320.999999581,0.2374812097598298,0.06425150040609731,0.21667373890109748,0.4729349035076008,6.117386318956691,715816960.9999934,5592321.000000662,0.21667373890109748,-0.05636771126072639,hasil/segmentasi
segmented_131,0.24024815008149455,0.5607144963334645,6.270261580354749,715816961.0000912,5592321.000000695,0.24024815008149455,0.23642679074430697,0.1983187686291411,0.4533887603080746,6.4064349602765045,715816960.9999057,5592321.000000956,0.1983187686291411,-0.031802681078283844,0.2168096536540745,0.5121825992620951,6.301834317437086,715816961.0001037,5592321.000000288,0.2168096536540745,0.063876434661535,0.20219762836214744,0.45888500280103345,6.42901936521108,715816961.0001597,5592321.000000289,0.20219762836214744,0.008067176174804005,hasil/segmentasi
segmented_132,0.3095426545556332,0.6280830230142662,5.6819549318056985,715816961.000044,5592321.000001349,0.3095426545556332,0.32716852961213594,0.2517515541896429,0.5074065693949086,5.883204373402804,715816960.9998106,5592320.999999367,0.2517515541896429,0.021262744884730886,0.2574171653953896,0.5395049972535267,5.768717582907931,715816961.0000414,5592321.000000534,0.2574171653953896,0.02482427880154764,0.24335351469640856,0.497790109320953,5.842762758234353,715816961.0000919,5592320.999999135,0.24335351469640856,-0.043023179329578776,hasil/segmentasi
segmented_133,0.10591473153639543,0.42414356036528533,7.887317997618804,715816960.9999626,5592320.999998663,0.10591473153639543,0.10958862377447734,0.07727463458219759,0.2912483116001582,7.938882682321168,715816960.999797,5592321.000000013,0.07727463458219759,-0.1822466673085754,0.09087430158902715,0.3740433098502737,7.822890558735064,715816960.9999784,5592320.999999371,0.09087430158902715,-0.05414192490920248,0.07957359780807487,0.2960125571446243,7.98046814234435,715816961.0001738,5592320.999999059,0.07957359780807487,-0.1435565963601277,hasil/segmentasi
segmented_134,0.1776030046810107,0.47548353646390207,7.028289963780036,715816960.9999267,5592321.000000211,0.1776030046810107,0.1120633287457622,0.1610614960985745,0.4139408095108864,7.124680598457658,715816961.0001107,5592321.000001125,0.1610614960985745,0.048669990391603045,0.17541405373037045,0.4775831161266072,6.984444379038575,715816960.9999621,5592320.999999353,0.17541405373037045,0.1465279741358475,0.1484552618384265,0.3921564910779805,7.035356925386339,715816961.0000824,5592320.999999014,0.1484552618384265,-0.08713050795577072,hasil/segmentasi
segmented_135,0.1816513307328488,0.49201377038539595,6.8651616282100925,715816960.9998782,5592320.999998515,0.1816513307328488,0.11740844243582019,0.15598096010211013,0.4062388175491846,6.976094127627581,715816961.0001105,5592321.000000734,0.15598096010211013,-0.044527682284326936,0.17995540090124446,0.48613032823054037,6.881526953563568,715816961.0000126,5592320.999999095,0.17995540090124446,0.12096934619145112,0.1572321342270118,0.40824626195326574,6.987284257044509,715816961.0001019,5592321.000000729,0.1572321342270118,-0.021551802572210725,hasil/segmentasi
segmented_136,0.16604039775865867,0.46809057151761435,6.891840856758553,715816961.0000584,5592320.999999746,0.16604039775865867,0.0565553372912664,0.1483691861808211,0.3972205273296886,7.009053446473107,715816960.9999397,5592320.999999591,0.1483691861808211,-0.08165755038562719,0.18384475357001617,0.5111625287921021,6.865322589274251,715816961.0001265,5592320.999999151,0.18384475357001617,0.17032362031534698,0.14598160058162976,0.39223756085381845,6.99429432892644,715816960.9999641,5592320.999999962,0.14598160058162976,-0.08506412967941569,hasil/segmentasi
segmented_137,0.29267580381879127,0.5934175078792607,5.599600545542153,715816961.0001473,5592320.999999556,0.29267580381879127,0.23261832658757556,0.25594457659419023,0.5142604608245912,5.715934040989305,715816961.0000151,5592321.000000374,0.25594457659419023,-0.01793019136745394,0.28224218479724844,0.5756644922842854,5.623625847925762,715816961.0000178,5592321.000000548,0.28224218479724844,0.14198772062674367,0.26282216788930096,0.5230151085230804,5.737065676021887,715816960.9999067,5592321.000000368,0.26282216788930096,0.04650435019354758,hasil/segmentasi
segmented_138,0.42948783818632463,0.6918734472060097,4.2781995624292675,715816960.9999487,5592320.999999602,0.42948783818632463,0.17648495526742278,0.41946301633676086,0.6630275523197502,4.384685288534324,715816960.9999698,5592321.000000486,0.41946301633676086,0.1919226514653036,0.42041696456228195,0.6789954880887593,4.31378854405383,715816961.0000582,5592320.999999595,0.42041696456228195,0.18212539221990817,0.393969052347947,0.6347951349196082,4.388903602661795,715816960.9999678,5592320.999999656,0.393969052347947,0.03124113164574558,hasil/segmentasi
segmented_139,0.3500605994021238,0.6167344057720945,5.07993251522929,715816960.9999881,5592320.999999443,0.3500605994021238,0.10314958647987664,0.3504582647553112,0.5991751234877393,5.148357337834621,715816960.9999151,5592320.999999887,0.3504582647553112,0.1625706275650121,0.3936405297529957,0.6763026765477309,4.9787510925918985,715816960.9999278,5592321.000000236,0.3936405297529957,0.40357032115041014,0.3207953570566068,0.570364331303332,5.0934979461198004,715816960.9999624,5592320.999999426,0.3207953570566068,-0.03896545415901893,hasil/segmentasi
segmented_14,0.2223662274117477,0.5258014978013089,6.2385937626630295,715816960.9999676,5592321.00000115,0.2223662274117477,0.08501850303132144,0.19801854317472536,0.45448429460853823,6.348862962016509,715816960.9999349,5592321.00000051,0.19801854317472536,-0.06783432636343319,0.2281320256135368,0.535415638106012,6.237426876951245,715816961.0000638,5592320.999999076,0.2281320256135368,0.10109583223456067,0.2080718237024541,0.46814819036447364,6.395991556076601,715816960.9998715,5592320.999999222,0.2080718237024541,-0.0036075708161262526,hasil/segmentasi
segmented_140,0.1994426336592433,0.5060288279894543,6.559244830948968,715816960.9999626,5592320.999999751,0.1994426336592433,0.04408067087643349,0.17419751356346488,0.4254838851461075,6.672213334535939,715816961.0001183,5592321.0000010785,0.17419751356346488,-0.053615151984322235,0.20983134161439493,0.5266458520817311,6.546907701193879,715816960.9999993,5592321.000001075,0.20983134161439493,0.20961052792523774,0.1730906336248328,0.42397811647929423,6.665114342753431,715816961.0000807,5592320.999999282,0.1730906336248328,-0.07082037383987705,hasil/segmentasi
segmented_141,0.27971844166556775,0.5776380506446607,5.6490935267061175,715816961.000007,5592320.999999739,0.27971844166556775,0.12903923261743522,0.25021738532152465,0.5097486800345837,5.741557255723063,715816961.0000128,5592320.999999532,0.25021738532152465,-0.05629127749028401,0.2891267098315809,0.5929685018353513,5.63780170619204,715816961.000159,5592321.000000432,0.2891267098315809,0.19734476575073526,0.27242094802773587,0.5379852439908632,5.809200746127959,715816960.9997951,5592321.000000126,0.27242094802773587,0.10172001625688414,hasil/segmentasi
segmented_142,0.24737902858069769,0.5466186614235516,5.9200552574891905,715816961.0001423,5592321.000001143,0.24737902858069769,0.12481161394133519,0.23375110574264374,0.4977569353371785,6.046647816770057,715816961.0000565,5592321.000000547,0.23375110574264374,0.04080283585786493,0.26020290877320573,0.5713916882241185,5.898125950105206,715816961.0000608,5592321.000000469,0.26020290877320573,0.19526375230057672,0.22024556958326752,0.4782861741810666,5.996415597431739,715816960.999911,5592320.999999669,0.22024556958326752,-0.048529156574018815,hasil/segmentasi
segmented_143,0.17786416663392696,0.49075117316879524,6.885669570778695,715816961.0000232,5592320.999999252,0.17786416663392696,0.1315395307109774,0.14731803890122758,0.3924342490816271,6.9691094473893305,715816961.0000364,5592321.00000078,0.14731803890122758,-0.07636491564349811,0.16411834977376666,0.45754088313978913,6.883385526814079,715816960.9998482,5592320.999999616,0.16411834977376666,0.04159808385211797,0.1455105279468171,0.38960025363051803,6.952866062719259,715816961.0000255,5592321.000000968,0.1455105279468171,-0.08960789412585972,hasil/segmentasi
segmented_144,0.4708075625581165,0.7151307816378664,4.035384699965917,715816960.9999901,5592320.999999842,0.4708075625581165,0.22414248265539682,0.4366736330558424,0.663757174080684,4.138048277962293,715816960.9999406,5592320.999999514,0.4366736330558424,0.06200689326729478,0.4756125040111518,0.7138027001520745,4.047236640264995,715816960.9999293,5592321.00000007,0.4756125040111518,0.25569998830557406,0.4467359851980099,0.6717262814121374,4.136096294058858,715816960.9999962,5592321.0000003865,0.4467359851980099,0.10529898157452006,hasil/segmentasi
segmented_145,0.18686691217592183,0.49270129585329536,6.696021649478297,715816960.9999112,5592321.000000943,0.18686691217592183,0.08189515778655357,0.16941375392564686,0.4240640630056528,6.8434481103905735,715816961.000034,5592320.999998851,0.16941375392564686,-0.0313544208787386,0.19912020203757713,0.5182515786620518,6.692729439913617,715816961.0002025,5592320.999999494,0.19912020203757713,0.15707798138883403,0.1645090792275882,0.4173032804668042,6.805322757314491,715816960.9999057,5592321.000000692,0.1645090792275882,-0.07795217311182316,hasil/segmentasi
